# Card images fetched from Hall of Heroes (hallofheroeslcg.com) by scripts/fetch_card_art.py: scans MarvelCDB
# does not publish, and better copies of ones it does (larger, or free of the FFG preview watermark).
# Saved over bundles/cards/<code>.<ext> in the local file's format, scaled to at most a 1100px long edge.
# Rows fetched on 2026-09-19 or earlier were scaled to a 419px long edge.
code	pack	name	source_page	image_url	fetched
21156	mts	Laufey	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/f1.jpg	2026-09-26
21157	mts	Frost Giant	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/f2.jpg	2026-09-26
21158	mts	Frozen	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/f4.jpg	2026-09-26
21159	mts	Unnatural Storm	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/f6.jpg	2026-09-26
21160	mts	Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l1.jpg	2026-09-26
21161	mts	Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l2.jpg	2026-09-26
21162	mts	Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l3.jpg	2026-09-26
21163	mts	Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l4.jpg	2026-09-26
21164	mts	Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l5.jpg	2026-09-26
21165	mts	All Hail King Loki	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l6a.jpg	2026-09-26
21166	mts	Casket of Ancient Winters	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l7.jpg	2026-09-26
21167	mts	War in Asgard	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l8.jpg	2026-09-26
21168	mts	Madness on Midgard	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l9.jpg	2026-09-26
21169	mts	Open the Bifrost	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l10.jpg	2026-09-26
21170	mts	Loki's Staff	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l11.jpg	2026-09-26
21171	mts	Loki's Crown	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l12.jpg	2026-09-26
21172	mts	Loki's Cape	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l13.jpg	2026-09-26
21173	mts	Master of Illusions	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l14.jpg	2026-09-26
21174	mts	Devious Sorcery	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l15.jpg	2026-09-26
21175	mts	Infinite Mischief	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l17.jpg	2026-09-26
21176	mts	The Trickster	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/l19.jpg	2026-09-26
21177	mts	Enchantress	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/e1-1.jpg	2026-09-26
21178	mts	Beguiled	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/e2-1.jpg	2026-09-26
21179	mts	Seduced	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/e4.jpg	2026-09-26
21180a	mts	Secure the Landing Pad	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c1a.jpg	2026-09-26
21181	mts	Security Breach	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c2.jpg	2026-09-26
21182a	mts	Save the Shawarma Place	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c3a.jpg	2026-09-26
21183	mts	Shawarma	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c4.jpg	2026-09-26
21184a	mts	Hack Sanctuary's Computer	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c8a.jpg	2026-09-26
21185	mts	System Shock	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c10.jpg	2026-09-26
21186a	mts	Find the Norn Stones	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c13a.jpg	2026-09-26
21187a	mts	Norn Stone	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c17a.jpg	2026-09-26
21188	mts	Summoned Back	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c18.jpg	2026-09-26
21189a	mts	Open the Dungeons	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c19a.jpg	2026-09-26
21190	mts	Lady Sif	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c20.jpg	2026-09-26
21191	mts	Fandral	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c21.jpg	2026-09-26
21192	mts	Hogun	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c22.jpg	2026-09-26
21193	mts	Volstagg	https://hallofheroeslcg.com/the-mad-titans-shadow/	https://hallofheroeslcg.com/wp-content/uploads/2021/08/c23.jpg	2026-09-26
24004a	hood	Making Connections	https://hallofheroeslcg.com/the-hood/	https://hallofheroeslcg.com/wp-content/uploads/2022/02/24004a.jpg	2026-09-26
24005a	hood	Promised Prosperity	https://hallofheroeslcg.com/the-hood/	https://hallofheroeslcg.com/wp-content/uploads/2022/02/24005a.jpg	2026-09-26
24006a	hood	Crime State	https://hallofheroeslcg.com/the-hood/	https://hallofheroeslcg.com/wp-content/uploads/2022/02/24006a.jpg	2026-09-26
26002a	vision	Intangible	https://hallofheroeslcg.com/vision/	https://hallofheroeslcg.com/wp-content/uploads/2022/01/2.jpg	2026-09-26
26002b	vision	Dense	https://hallofheroeslcg.com/vision/	https://hallofheroeslcg.com/wp-content/uploads/2022/01/2b.jpg	2026-09-26
29002a	ironheart	Ironheart	https://hallofheroeslcg.com/ironheart-riri-williams/	https://hallofheroeslcg.com/wp-content/uploads/2022/05/i0e.jpg	2026-09-26
29002b	ironheart	Ironheart	https://hallofheroeslcg.com/ironheart-riri-williams/	https://hallofheroeslcg.com/wp-content/uploads/2022/05/i0b.jpg	2026-09-26
29003a	ironheart	Ironheart	https://hallofheroeslcg.com/ironheart-riri-williams/	https://hallofheroeslcg.com/wp-content/uploads/2022/05/i0f.jpg	2026-09-26
29003b	ironheart	Ironheart	https://hallofheroeslcg.com/ironheart-riri-williams/	https://hallofheroeslcg.com/wp-content/uploads/2022/05/i0c.jpg	2026-09-26
40070a	next_evol	Arclight	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40070a.jpg	
40070b	next_evol	Arclight	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40070b.jpg	
40071a	next_evol	Blockbuster	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40071a.jpg	
40071b	next_evol	Blockbuster	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40071b.jpg	
40072a	next_evol	Chimera	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40072a.jpg	
40072b	next_evol	Chimera	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40072b.jpg	
40073a	next_evol	Greycrow	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40073a.jpg	
40073b	next_evol	Greycrow	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40073b.jpg	
40074a	next_evol	Harpoon	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40074a.jpg	
40074b	next_evol	Harpoon	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40074b.jpg	
40075a	next_evol	Riptide	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40075a.jpg	
40075b	next_evol	Riptide	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40075b.jpg	
40076a	next_evol	Vertigo	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40076a.jpg	
40076b	next_evol	Vertigo	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40076b.jpg	
40081a	next_evol	Routed	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40081a.jpg	
40081b	next_evol	Routed	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40081b.jpg	
40105a	next_evol	Hope's Captor	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40105a.jpg	
40105b	next_evol	Hope's Captor	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40105b.jpg	
40122a	next_evol	Juggernaut's Helmet	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40122a.jpg	
40122b	next_evol	Juggernaut Exposed	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40122b.jpg	
40139a	next_evol	Sinister Intent	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40139a.jpg	
40139b	next_evol	Sinister Intent	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40139b.jpg	
40140a	next_evol	Taking Off	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40140a.jpg	
40140b	next_evol	Taking Off	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40140b.jpg	
40141a	next_evol	Bulking Up	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40141a.jpg	
40141b	next_evol	Bulking Up	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40141b.jpg	
40142a	next_evol	Focusing In	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40142a.jpg	
40142b	next_evol	Focusing In	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40142b.jpg	
40143a	next_evol	Sinister Ends	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40143a.jpg	
40143b	next_evol	Sinister Ends	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40143b.jpg	
40168a	next_evol	Stryfe's Grasp	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40168a.jpg	
40168b	next_evol	Living Bomb	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40168b.jpg	
40190a	next_evol	Assemble the Team	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40190a.jpg	
40190b	next_evol	Team Assembled	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40190b.jpg	
40191a	next_evol	Establish Safehouse	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40191a.jpg	
40191b	next_evol	Safehouse Established	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40191b.jpg	
40192a	next_evol	Gear Up	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40192a.jpg	
40192b	next_evol	Geared Up	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40192b.jpg	
40193a	next_evol	Mission Prep	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40193a.jpg	
40193b	next_evol	Mission Prepped	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40193b.jpg	
40194a	next_evol	Practice Maneuvers	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40194a.jpg	
40194b	next_evol	Practiced Maneuvers	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40194b.jpg	
40195a	next_evol	Prepare Defenses	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40195a.jpg	
40195b	next_evol	Prepared Defenses	https://hallofheroeslcg.com/next-evolution/	https://hallofheroeslcg.com/wp-content/uploads/2023/08/40195b.jpg	
41002a	psylocke	Psi-Knife	https://hallofheroeslcg.com/psylocke-betsy-braddock/	https://hallofheroeslcg.com/wp-content/uploads/2023/10/41002a.jpg	
41002b	psylocke	Psi-Katana	https://hallofheroeslcg.com/psylocke-betsy-braddock/	https://hallofheroeslcg.com/wp-content/uploads/2023/10/41002b.jpg	
45075a	aoa	Pursued by the Past	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45075a.jpg	
45075b	aoa	Pursued by the Past	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45075b.jpg	
45081a	aoa	War	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45081a.jpg	
45081b	aoa	War	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45081b.jpg	
45082a	aoa	Famine	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45082a.jpg	
45082b	aoa	Famine	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45082b.jpg	
45083a	aoa	Pestilence	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45083a.jpg	
45083b	aoa	Pestilence	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45083b.jpg	
45084a	aoa	Death	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45084a.jpg	
45084b	aoa	Death	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45084b.jpg	
45101a	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45101a.jpg	
45101b	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45101b.jpg	
45102a	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45102a.jpg	
45102b	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45102b.jpg	
45104a	aoa	Heart of the Empire	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45104a.jpg	
45105a	aoa	The Tyrant's Throne	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45105a.jpg	
45105b	aoa	No Longer Worthy	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45105b.jpg	
45166a	aoa	Liberate the Seattle Core	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45166a.jpg	
45166b	aoa	Liberate the Seattle Core	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45166b.jpg	
45167a	aoa	Evacuate Survivors	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45167a.jpg	
45167b	aoa	Evacuate Survivors	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45167b.jpg	
45168a	aoa	Sabotage the Sea Wall	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45168a.jpg	
45168b	aoa	Sabotage the Sea Wall	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45168b.jpg	
45169a	aoa	Find Lost Mutants	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45169a.jpg	
45169b	aoa	Find Lost Mutants	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45169b.jpg	
45170a	aoa	Protect the Professor	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45170a.jpg	
45170b	aoa	Protect the Professor	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45170b.jpg	
45171a	aoa	Mission Team	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45171a.jpg	
45171b	aoa	Mission Team	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45171b.jpg	
45179a	aoa	Mister Sinister	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45179a.jpg	
45179b	aoa	Mister Sinister	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45179b.jpg	
45180a	aoa	The Shadow King	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45180a.jpg	
45180b	aoa	The Shadow King	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45180b.jpg	
45181a	aoa	Abyss	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45181a.jpg	
45181b	aoa	Abyss	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45181b.jpg	
45182a	aoa	Sugar Man	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45182a.jpg	
45182b	aoa	Sugar Man	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45182b.jpg	
45183a	aoa	Mikhail Rasputin	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45183a.jpg	
45183b	aoa	Mikhail Rasputin	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45183b.jpg	
45184a	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45184a.jpg	
45184b	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45184b.jpg	
45184c	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45184c.jpg	
45185a	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45185a.jpg	
45185b	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45185b.jpg	
45185c	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45185c.jpg	
45186a	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45186a.jpg	
45186b	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45186b.jpg	
45186c	aoa	Apocalypse	https://hallofheroeslcg.com/the-age-of-apocalypse/	https://hallofheroeslcg.com/wp-content/uploads/2024/04/45186c.jpg	
47007a	jubilee	Firecracker	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47007a.jpg	
47007b	jubilee	Firecracker	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47007b.jpg	
47007c	jubilee	Firecracker	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47007c.jpg	
47008a	jubilee	Flash of Light	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47008a.jpg	
47008b	jubilee	Flash of Light	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47008b.jpg	
47008c	jubilee	Flash of Light	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47008c.jpg	
47010a	jubilee	Plasmoid Energy	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47010a.jpg	
47010b	jubilee	Plasmoid Energy	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47010b.jpg	
47010c	jubilee	Plasmoid Energy	https://hallofheroeslcg.com/jubilee-jubilation-lee/	https://hallofheroeslcg.com/wp-content/uploads/2024/07/47010c.jpg	
50035a	aos	Assault	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50035a.jpg	
50035b	aos	Stealth	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50035b.jpg	
50067a	aos	The Widow's Web	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50067a.jpg	
50067b	aos	The Widow's Web	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50067b.jpg	
50086a	aos	Batroc	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50086a.jpg	
50086b	aos	Batroc	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50086b.jpg	
50087a	aos	Infiltrate A.I.M. Island Embassy	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50087a.jpg	
50087b	aos	Infiltrate A.I.M. Island Embassy	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50087b.jpg	
50088a	aos	Locate Missing Person	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50088a.jpg	
50088b	aos	Locate Missing Person	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50088b.jpg	
50089a	aos	Extract Captives	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50089a.jpg	
50089b	aos	Extract Captives	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50089b.jpg	
50090a	aos	Alert Level	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50090a.jpg	
50090b	aos	Alert Level	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50090b.jpg	
50103a	aos	M.O.D.O.K.	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50103a.jpg	
50103b	aos	M.O.D.O.K.	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50103b.jpg	
50104a	aos	Upgrading Adaptoids	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50104a.jpg	
50104b	aos	Upgrading Adaptoids	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50104b.jpg	
50105a	aos	Holding Cell	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50105a.jpg	
50105b	aos	Flying Inhuman	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50105b.jpg	
50106a	aos	Holding Cell	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50106a.jpg	
50106b	aos	Psionic Inhuman	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50106b.jpg	
50107a	aos	Holding Cell	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50107a.jpg	
50107b	aos	Sarah Garza	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50107b.jpg	
50108a	aos	Holding Cell	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50108a.jpg	
50108b	aos	Strong Inhuman	https://hallofheroeslcg.com/agents-of-shield/	https://hallofheroeslcg.com/wp-content/uploads/2025/03/50108b.jpg	
